post_timestamp,post_title,post_content,Lap_Label,LapNumber,combined_raw_text,processed_text,Toxicity_Score
2024-12-08 22:38:12,집에갈래 ㅋㅋㅋ,"ㅋㅋㅋ
- dc official App",23,23.0,"집에갈래 ㅋㅋㅋ ㅋㅋㅋ
- dc official App",집에갈래 ㅋㅋㅋ ㅋㅋㅋ - dc official App,0.6238592863082886
2024-12-08 22:38:13,르끌아 몬자의 기억 되살려라. 슈퍼 언더컷으로 원스탑 엔딩....을..,"ㄴ
- dc official App",23,23.0,"르끌아 몬자의 기억 되살려라. 슈퍼 언더컷으로 원스탑 엔딩....을.. ㄴ
- dc official App",르끌아 몬자의 기억 되살려라. 슈퍼 언더컷으로 원스탑 엔딩....을.. ㄴ - dc official App,0.16296115517616272
2024-12-08 22:38:16,???: 시발 들여보내 달라고,???: 어 안돼,23,23.0,???: 시발 들여보내 달라고 ???: 어 안돼,???: 시발 들여보내 달라고 ???: 어 안돼,0.8768125176429749
2024-12-08 22:38:17,응 들어갈꺼야,,23,23.0,응 들어갈꺼야 ,응 들어갈꺼야,0.24803300201892853
2024-12-08 22:38:19,편의점 시발련아 비키라고,- dc official App,23,23.0,편의점 시발련아 비키라고 - dc official App,편의점 시발련아 비키라고 - dc official App,0.9480007886886597
2024-12-08 22:38:20,페라리 전략 웬일로 괜찮노 사인지는 원스탑,"매랩 노리스랑 맞추는중
핏스탑 몇랩 전에 페이스 올려서 언더컷 존에 조금이라도 붙이면 좋겠는데",23,23.0,"페라리 전략 웬일로 괜찮노 사인지는 원스탑 매랩 노리스랑 맞추는중
핏스탑 몇랩 전에 페이스 올려서 언더컷 존에 조금이라도 붙이면 좋겠는데",페라리 전략 웬일로 괜찮노 사인지는 원스탑 매랩 노리스랑 맞추는중 핏스탑 몇랩 전에 페이스 올려서 언더컷 존에 조금이라도 붙이면 좋겠는데,0.10490214079618454
2024-12-08 22:38:21,설명이라도 해줘라 ㅋㅋㅋ,저렇게 힘들게 물어봤는대,23,23.0,설명이라도 해줘라 ㅋㅋㅋ 저렇게 힘들게 물어봤는대,설명이라도 해줘라 ㅋㅋㅋ 저렇게 힘들게 물어봤는대,0.11843032389879227
2024-12-08 22:38:24,케로 정신 못차리노 ㅋㅋㅋㅋㅋㅋ,,23,23.0,케로 정신 못차리노 ㅋㅋㅋㅋㅋㅋ ,케로 정신 못차리노 ㅋㅋㅋㅋㅋㅋ,0.9196174740791321
2024-12-08 22:38:30,타깎노 접신완료 ㅋㅋㅋㅋㅋ,,23,23.0,타깎노 접신완료 ㅋㅋㅋㅋㅋ ,타깎노 접신완료 ㅋㅋㅋㅋㅋ,0.8921831846237183
2024-12-08 22:38:31,타깍노 입갤ㅋㅋ,,23,23.0,타깍노 입갤ㅋㅋ ,타깍노 입갤ㅋㅋ,0.6955173015594482
2024-12-08 22:38:32,러셀 타깍노 입갤ㅋㅋㅋㅋ,,23,23.0,러셀 타깍노 입갤ㅋㅋㅋㅋ ,러셀 타깍노 입갤ㅋㅋㅋㅋ,0.5835593938827515
2024-12-08 22:38:32,도박 on,ㅋㅋㅋㅋㅋ,23,23.0,도박 on ㅋㅋㅋㅋㅋ,도박 on ㅋㅋㅋㅋㅋ,0.8257020115852356
2024-12-08 22:38:33,쥬지 타깎노선언ㅋㅋ,ㅋㅋㅋ,23,23.0,쥬지 타깎노선언ㅋㅋ ㅋㅋㅋ,쥬지 타깎노선언ㅋㅋ ㅋㅋㅋ,0.937358021736145
2024-12-08 22:38:33,메인테인 시발 ㅋㅋ,- dc official App,23,23.0,메인테인 시발 ㅋㅋ - dc official App,메인테인 시발 ㅋㅋ - dc official App,0.4424085021018982
2024-12-08 22:38:34,두한ㅋㅋ,ㅇ,23,23.0,두한ㅋㅋ ㅇ,두한ㅋㅋ ㅇ,0.6747322678565979
2024-12-08 22:38:33,역시 타이어 위스퍼러,,23,23.0,역시 타이어 위스퍼러 ,역시 타이어 위스퍼러,0.1399763822555542
2024-12-08 22:38:34,쥬지 타깎노 입갤ㅋㅋㅋㅋㅋㅋㅋㅋ,,23,23.0,쥬지 타깎노 입갤ㅋㅋㅋㅋㅋㅋㅋㅋ ,쥬지 타깎노 입갤ㅋㅋㅋㅋㅋㅋㅋㅋ,0.9346628785133362
2024-12-08 22:38:34,타깍노ㄷㄷ,ㄷㄷ,23,23.0,타깍노ㄷㄷ ㄷㄷ,타깍노ㄷㄷ ㄷㄷ,0.4693705439567566
2024-12-08 22:38:35,피아스트리 포인트 가능?,10초 먹으면....,23,23.0,피아스트리 포인트 가능? 10초 먹으면....,피아스트리 포인트 가능? 10초 먹으면....,0.14157173037528992
2024-12-08 22:38:35,여기서 피아제 1포라도 얻으면 변순데;,ㅇㅇ,23,23.0,여기서 피아제 1포라도 얻으면 변순데; ㅇㅇ,여기서 피아제 1포라도 얻으면 변순데; ㅇㅇ,0.8505778312683105
2024-12-08 22:38:36,러셀 자신감ㅋㅋㅋ,"ㅋㅋㅋㅋ
ㅋㅋ",23,23.0,"러셀 자신감ㅋㅋㅋ ㅋㅋㅋㅋ
ㅋㅋ",러셀 자신감ㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋ,0.6044792532920837
2024-12-08 22:38:36,또 타이어깎네,그러지말아다오,23,23.0,또 타이어깎네 그러지말아다오,또 타이어깎네 그러지말아다오,0.2224847376346588
2024-12-08 22:38:36,케로도 찐빠나네 ㅋㅋㅋㅋㅋ,,23,23.0,케로도 찐빠나네 ㅋㅋㅋㅋㅋ ,케로도 찐빠나네 ㅋㅋㅋㅋㅋ,0.5771501064300537
2024-12-08 22:38:37,또 도박 ㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋ,23,23.0,또 도박 ㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ,또 도박 ㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ,0.8218291997909546
2024-12-08 22:38:39,러셀화이팅!!!,- dc official App,23,23.0,러셀화이팅!!! - dc official App,러셀화이팅!!! - dc official App,0.07493308186531067
2024-12-08 22:38:40,쥬지 자신감ㅋㅋㅋ,"대왕쥬지ㅋㅋㅋ
- dc official App",23,23.0,"쥬지 자신감ㅋㅋㅋ 대왕쥬지ㅋㅋㅋ
- dc official App",쥬지 자신감ㅋㅋㅋ 대왕쥬지ㅋㅋㅋ - dc official App,0.907971203327179
2024-12-08 22:38:41,러셀 그래 원스탑 가라 ㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋ,23,23.0,러셀 그래 원스탑 가라 ㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ,러셀 그래 원스탑 가라 ㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ,0.24242417514324188
2024-12-08 22:38:42,도박중독ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,23,23.0,도박중독ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,도박중독ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.8882002234458923
2024-12-08 22:38:41,몽골 자지랑 싸워서 여론안좋아진거 하루만에 복구 ㅋㅋㅋㅋㅋ,,23,23.0,몽골 자지랑 싸워서 여론안좋아진거 하루만에 복구 ㅋㅋㅋㅋㅋ ,몽골 자지랑 싸워서 여론안좋아진거 하루만에 복구 ㅋㅋㅋㅋㅋ,0.9084952473640442
2024-12-08 22:38:42,타깎노 입갤ㅋㅋㅋ,"ㅅㅂㅋㅋㅋ
- dc official App",23,23.0,"타깎노 입갤ㅋㅋㅋ ㅅㅂㅋㅋㅋ
- dc official App",타깎노 입갤ㅋㅋㅋ ㅅㅂㅋㅋㅋ - dc official App,0.7642096877098083
2024-12-08 22:38:42,러셀 또 타깎노 하노,"안된다
- dc official App",23,23.0,"러셀 또 타깎노 하노 안된다
- dc official App",러셀 또 타깎노 하노 안된다 - dc official App,0.5512231588363647
2024-12-08 22:38:46,쥬지 타깎노 시전 ㄷㄷ,- dc official App,23,23.0,쥬지 타깎노 시전 ㄷㄷ - dc official App,쥬지 타깎노 시전 ㄷㄷ - dc official App,0.9155375957489014
2024-12-08 22:38:45,저새끼 저말하면 사고치는데(좋은쪽으로) ㅅㅂ,,23,23.0,저새끼 저말하면 사고치는데(좋은쪽으로) ㅅㅂ ,저새끼 저말하면 사고치는데(좋은쪽으로) ㅅㅂ,0.9446264505386353
2024-12-08 22:38:47,러셀 타깎노모드 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,관리장인이냐,23,23.0,러셀 타깎노모드 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 관리장인이냐,러셀 타깎노모드 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 관리장인이냐,0.8300878405570984
2024-12-08 22:38:47,야 이게 말이 되냐?,,23,23.0,야 이게 말이 되냐? ,야 이게 말이 되냐?,0.5383577942848206
2024-12-08 22:38:47,쥬지 타깍노 선언 ㅋㅋㅋㅋ,,23,23.0,쥬지 타깍노 선언 ㅋㅋㅋㅋ ,쥬지 타깍노 선언 ㅋㅋㅋㅋ,0.9355053305625916
2024-12-08 22:38:51,러셀 제발 도와줘 ㅋㅋㅋㅋ,"호감작 좀 해줰 ㅋㅋ
- dc official App",23,23.0,"러셀 제발 도와줘 ㅋㅋㅋㅋ 호감작 좀 해줰 ㅋㅋ
- dc official App",러셀 제발 도와줘 ㅋㅋㅋㅋ 호감작 좀 해줰 ㅋㅋ - dc official App,0.22169671952724457
2024-12-08 22:38:54,근데 소프트 롱런 좋다한거 아님??,아무도 처음에 소프트 안끼고나왔네,23,23.0,근데 소프트 롱런 좋다한거 아님?? 아무도 처음에 소프트 안끼고나왔네,근데 소프트 롱런 좋다한거 아님?? 아무도 처음에 소프트 안끼고나왔네,0.1744806319475174
2024-12-08 22:38:58,생각해보니 걍 사인츠 핏스탑 먼저하고,"Sebastian Vettel
나올때 타이어 차가워서 스핀하는척하면서
맥라렌 휠건 조지면 노리스 핏스탑 못해서 리타이어
르끌이 우승하면 되는거 아님?
4 Time World Champion",23,23.0,"생각해보니 걍 사인츠 핏스탑 먼저하고 Sebastian Vettel
나올때 타이어 차가워서 스핀하는척하면서
맥라렌 휠건 조지면 노리스 핏스탑 못해서 리타이어
르끌이 우승하면 되는거 아님?
4 Time World Champion",생각해보니 걍 사인츠 핏스탑 먼저하고 Sebastian Vettel 나올때 타이어 차가워서 스핀하는척하면서 맥라렌 휠건 조지면 노리스 핏스탑 못해서 리타이어 르끌이 우승하면 되는거 아님? 4 Time World Champion,0.36864015460014343
2024-12-08 22:38:59,저저 미친 도박충새끼 또 지랄하네 ㅋㅋㅋㅋㅋㅋㅋㅋ,도박 ON ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,23,23.0,저저 미친 도박충새끼 또 지랄하네 ㅋㅋㅋㅋㅋㅋㅋㅋ 도박 ON ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,저저 미친 도박충새끼 또 지랄하네 ㅋㅋㅋㅋㅋㅋㅋㅋ 도박 ON ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.9543365836143494
2024-12-08 22:39:02,내가 이 타이어로 버틸수 있는지 내기할래?,ㅋㅋㅋㅋㅋㅋㅋㅋ,23,23.0,내가 이 타이어로 버틸수 있는지 내기할래? ㅋㅋㅋㅋㅋㅋㅋㅋ,내가 이 타이어로 버틸수 있는지 내기할래? ㅋㅋㅋㅋㅋㅋㅋㅋ,0.8818235993385315
2024-12-08 22:39:04,드가자 ㅋㅋㅋㅋ,,23,23.0,드가자 ㅋㅋㅋㅋ ,드가자 ㅋㅋㅋㅋ,0.4322230815887451
2024-12-08 22:39:11,러셀은 진짜 유명한 타이어깎이임....,ㄹㅇ,23,23.0,러셀은 진짜 유명한 타이어깎이임.... ㄹㅇ,러셀은 진짜 유명한 타이어깎이임.... ㄹㅇ,0.18119587004184723
2024-12-08 22:39:12,르끌 두가자 ㅋㅋㅋ,ㅋㅋㅋ,23,23.0,르끌 두가자 ㅋㅋㅋ ㅋㅋㅋ,르끌 두가자 ㅋㅋㅋ ㅋㅋㅋ,0.5976219773292542
2024-12-08 22:39:22,막아라 가슬리,,24,24.0,막아라 가슬리 ,막아라 가슬리,0.7534021139144897
2024-12-08 22:39:22,마그누센에 헐크 온보드 뭐냐?,엥,24,24.0,마그누센에 헐크 온보드 뭐냐? 엥,마그누센에 헐크 온보드 뭐냐? 엥,0.21768949925899506
2024-12-08 22:39:23,아 시간 손해 살짝 본다,,24,24.0,아 시간 손해 살짝 본다 ,아 시간 손해 살짝 본다,0.09699256718158722
2024-12-08 22:39:28,르끌 너무 급했다,,24,24.0,르끌 너무 급했다 ,르끌 너무 급했다,0.21229010820388794
2024-12-08 22:39:32,피아스트리 채널티 수행한거임?,존나 빠르노,24,24.0,피아스트리 채널티 수행한거임? 존나 빠르노,피아스트리 채널티 수행한거임? 존나 빠르노,0.2741292119026184
2024-12-08 22:39:34,어차피 다들 엔딩은 알고 있잖아?,"맥라렌 컨챔
페라리 2위
씨발 근데 알면서도 노리스 엔진 블로우 부두술중",24,24.0,"어차피 다들 엔딩은 알고 있잖아? 맥라렌 컨챔
페라리 2위
씨발 근데 알면서도 노리스 엔진 블로우 부두술중",어차피 다들 엔딩은 알고 있잖아? 맥라렌 컨챔 페라리 2위 씨발 근데 알면서도 노리스 엔진 블로우 부두술중,0.9071816205978394
2024-12-08 22:39:33,조심해라 조심해라,,24,24.0,조심해라 조심해라 ,조심해라 조심해라,0.18870489299297333
2024-12-08 22:39:33,개추 누르면 쥬지 타이어 터져서 르끌 올라옴,- dc official App,24,24.0,개추 누르면 쥬지 타이어 터져서 르끌 올라옴 - dc official App,개추 누르면 쥬지 타이어 터져서 르끌 올라옴 - dc official App,0.9374332427978516
2024-12-08 22:39:38,오늘 케로 케로롱이누..,많이 힘드신가보네,24,24.0,오늘 케로 케로롱이누.. 많이 힘드신가보네,오늘 케로 케로롱이누.. 많이 힘드신가보네,0.11363726109266281
2024-12-08 22:39:39,로슨아 빨간거 박아라.,ㅋㅋㅋㅋㅋ,24,24.0,로슨아 빨간거 박아라. ㅋㅋㅋㅋㅋ,로슨아 빨간거 박아라. ㅋㅋㅋㅋㅋ,0.9019896388053894
2024-12-08 22:39:47,핏인하고도 자리 안뺏기려면 몇초가 필요하지,ㅇㅇ,24,24.0,핏인하고도 자리 안뺏기려면 몇초가 필요하지 ㅇㅇ,핏인하고도 자리 안뺏기려면 몇초가 필요하지 ㅇㅇ,0.18139369785785675
2024-12-08 22:39:48,언더컷 쌉가능임?,- dc official App,24,24.0,언더컷 쌉가능임? - dc official App,언더컷 쌉가능임? - dc official App,0.6400019526481628
2024-12-08 22:39:49,르끌 이라몀 원스탑인가,지금하드니까?,24,24.0,르끌 이라몀 원스탑인가 지금하드니까?,르끌 이라몀 원스탑인가 지금하드니까?,0.13619793951511383
2024-12-08 22:39:51,막겜 존나 재밋네ㄷㄷ,ㄷㄷ,24,24.0,막겜 존나 재밋네ㄷㄷ ㄷㄷ,막겜 존나 재밋네ㄷㄷ ㄷㄷ,0.06874731928110123
2024-12-08 22:39:54,4.2 ㅋㅋㅋㅋ,ㅋㅋㅋㅋ,24,24.0,4.2 ㅋㅋㅋㅋ ㅋㅋㅋㅋ,4.2 ㅋㅋㅋㅋ ㅋㅋㅋㅋ,0.7552570104598999
2024-12-08 22:39:54,4.2ㅋㅋㅋㅋ,,24,24.0,4.2ㅋㅋㅋㅋ ,4.2ㅋㅋㅋㅋ,0.7211956977844238
2024-12-08 22:39:55,러셀 타이어는 뭐로 만들었냐,,24,24.0,러셀 타이어는 뭐로 만들었냐 ,러셀 타이어는 뭐로 만들었냐,0.3556808531284332
2024-12-08 22:40:00,4.2,,24,24.0,4.2 ,4.2,0.39643457531929016
2024-12-08 22:40:01,또 찐빠 ㅋㅋㅋㅋㅋㅋㅋ,,24,24.0,또 찐빠 ㅋㅋㅋㅋㅋㅋㅋ ,또 찐빠 ㅋㅋㅋㅋㅋㅋㅋ,0.8583342432975769
2024-12-08 22:40:02,알타리 이 개병신들,시즌 내내 전략 찐빠내더니 이젠 피트스탑까지 찐빠를 내고 앉았노 ㅋㅋㅋㅋㅋㅋ,24,24.0,알타리 이 개병신들 시즌 내내 전략 찐빠내더니 이젠 피트스탑까지 찐빠를 내고 앉았노 ㅋㅋㅋㅋㅋㅋ,알타리 이 개병신들 시즌 내내 전략 찐빠내더니 이젠 피트스탑까지 찐빠를 내고 앉았노 ㅋㅋㅋㅋㅋㅋ,0.9495346546173096
2024-12-08 22:40:04,로슨 렉걸렸노,뭐지,24,24.0,로슨 렉걸렸노 뭐지,로슨 렉걸렸노 뭐지,0.16877557337284088
2024-12-08 22:40:06,4.2 시발ㅋㅋㅋ,,24,24.0,4.2 시발ㅋㅋㅋ ,4.2 시발ㅋㅋㅋ,0.8826627731323242
2024-12-08 22:40:08,로슨 편의점 멸망 ㅋㅋ,ㅇ,24,24.0,로슨 편의점 멸망 ㅋㅋ ㅇ,로슨 편의점 멸망 ㅋㅋ ㅇ,0.6398876905441284
2024-12-08 22:40:07,잘해놓고 이걸 찐빠내노 ㅋㅋㅋㅋㅋㅋㅋ,,24,24.0,잘해놓고 이걸 찐빠내노 ㅋㅋㅋㅋㅋㅋㅋ ,잘해놓고 이걸 찐빠내노 ㅋㅋㅋㅋㅋㅋㅋ,0.6800796389579773
2024-12-08 22:40:08,4.2ㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋ,24,24.0,4.2ㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ,4.2ㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ,0.7623298764228821
2024-12-08 22:40:10,오늘 핏스탑 다들 지랄이노ㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋ,24,24.0,오늘 핏스탑 다들 지랄이노ㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋ,오늘 핏스탑 다들 지랄이노ㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋ,0.8666443824768066
2024-12-08 22:40:11,찐빠의 향연 ㅋㅋㅋ,- dc official App,24,24.0,찐빠의 향연 ㅋㅋㅋ - dc official App,찐빠의 향연 ㅋㅋㅋ - dc official App,0.8411397933959961
2024-12-08 22:40:11,황끌레 ㅋㅋㅋ,ㅋㅋㅋㅋ,24,24.0,황끌레 ㅋㅋㅋ ㅋㅋㅋㅋ,황끌레 ㅋㅋㅋ ㅋㅋㅋㅋ,0.9135535955429077
2024-12-08 22:40:16,르끌레 미끌레 기원,,24,24.0,르끌레 미끌레 기원 ,르끌레 미끌레 기원,0.804516077041626
2024-12-08 22:40:17,오늘 찐빠 많네,"노리스 기대컨 ㄱㄴ?
- dc official App",24,24.0,"오늘 찐빠 많네 노리스 기대컨 ㄱㄴ?
- dc official App",오늘 찐빠 많네 노리스 기대컨 ㄱㄴ? - dc official App,0.31710517406463623
2024-12-08 22:40:18,RB해버렸노...,- dc official App,24,24.0,RB해버렸노... - dc official App,RB해버렸노... - dc official App,0.4246160686016083
2024-12-08 22:40:20,대황끌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,24,24.0,대황끌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,대황끌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.5284103155136108
2024-12-08 22:40:22,피트 다 개지랄났노오늘,- dc official App,24,24.0,피트 다 개지랄났노오늘 - dc official App,피트 다 개지랄났노오늘 - dc official App,0.7702107429504395
2024-12-08 22:40:24,대 황 끌,가자,24,24.0,대 황 끌 가자,대 황 끌 가자,0.2550925314426422
2024-12-08 22:40:26,6위 굿.,,24,24.0,6위 굿. ,6위 굿.,0.06945601850748062
2024-12-08 22:40:26,12초 클린에어 ㅅㅅㅅㅅ,ㅅㅅㅅㅅ,24,24.0,12초 클린에어 ㅅㅅㅅㅅ ㅅㅅㅅㅅ,12초 클린에어 ㅅㅅㅅㅅ ㅅㅅㅅㅅ,0.20462098717689514
2024-12-08 22:40:35,????,,24,24.0,???? ,????,0.35542207956314087
2024-12-08 22:40:37,언더컷 되냐?ㅋㅋㅋㅋ,"진짜 미쳤다 ㅋㅋ
- dc official App",24,24.0,"언더컷 되냐?ㅋㅋㅋㅋ 진짜 미쳤다 ㅋㅋ
- dc official App",언더컷 되냐?ㅋㅋㅋㅋ 진짜 미쳤다 ㅋㅋ - dc official App,0.4399685561656952
2024-12-08 22:40:37,몽골의 테러에도 불구하고 컨챔은 대 라 렌,ㅋㅋ,24,24.0,몽골의 테러에도 불구하고 컨챔은 대 라 렌 ㅋㅋ,몽골의 테러에도 불구하고 컨챔은 대 라 렌 ㅋㅋ,0.16978594660758972
2024-12-08 22:40:37,???,,24,24.0,??? ,???,0.4783438444137573
2024-12-08 22:40:38,르끌럭 기원,"시원하게 돌아삐자~
- dc official App",24,24.0,"르끌럭 기원 시원하게 돌아삐자~
- dc official App",르끌럭 기원 시원하게 돌아삐자~ - dc official App,0.6658428907394409
2024-12-08 22:40:39,근데 피아스트리 10초 페널티잖아,".
- dc official App",24,24.0,"근데 피아스트리 10초 페널티잖아 .
- dc official App",근데 피아스트리 10초 페널티잖아 . - dc official App,0.1238550916314125
2024-12-08 22:40:42,상위 4명 아직도 핏스탑 안하노 ㄷㄷ,- dc official App,24,24.0,상위 4명 아직도 핏스탑 안하노 ㄷㄷ - dc official App,상위 4명 아직도 핏스탑 안하노 ㄷㄷ - dc official App,0.2358793467283249
2024-12-08 22:40:42,제대로 안끼웠노 ㅋㅋㅋ,,24,24.0,제대로 안끼웠노 ㅋㅋㅋ ,제대로 안끼웠노 ㅋㅋㅋ,0.7656324505805969
2024-12-08 22:40:43,해밀턴 후배! 비켜줘~,,24,24.0,해밀턴 후배! 비켜줘~ ,해밀턴 후배! 비켜줘~,0.5905541181564331
2024-12-08 22:40:43,?????,ㅋㅋㅋ,24,24.0,????? ㅋㅋㅋ,????? ㅋㅋㅋ,0.6235281825065613
2024-12-08 22:40:45,제대로 안조였네 씹ㅋㅋㅋㅋ,,24,24.0,제대로 안조였네 씹ㅋㅋㅋㅋ ,제대로 안조였네 씹ㅋㅋㅋㅋ,0.8066475987434387
2024-12-08 22:40:46,그랑프리 답 맞추는거 뭐임?,"10시에 켜서 답 못봤는데 어디 그랑프리에요?
알려주면 그랜절 박아드림",24,24.0,"그랑프리 답 맞추는거 뭐임? 10시에 켜서 답 못봤는데 어디 그랑프리에요?
알려주면 그랜절 박아드림",그랑프리 답 맞추는거 뭐임? 10시에 켜서 답 못봤는데 어디 그랑프리에요? 알려주면 그랜절 박아드림,0.2721724510192871
2024-12-08 22:40:46,6위 좋고,ㅁㅁ,24,24.0,6위 좋고 ㅁㅁ,6위 좋고 ㅁㅁ,0.10156311839818954
2024-12-08 22:40:46,?,아 안돼...!,24,24.0,? 아 안돼...!,? 아 안돼...!,0.1464586704969406
2024-12-08 22:40:48,셒카? 셒카?,가냐?,24,24.0,셒카? 셒카? 가냐?,셒카? 셒카? 가냐?,0.8261168003082275
2024-12-08 22:40:49,하스행동 ㅋㅋㅋㅋㅋ,,24,24.0,하스행동 ㅋㅋㅋㅋㅋ ,하스행동 ㅋㅋㅋㅋㅋ,0.5214112997055054
2024-12-08 22:40:49,셉카 오나? ㅋㅋ,,24,24.0,셉카 오나? ㅋㅋ ,셉카 오나? ㅋㅋ,0.1992332935333252
2024-12-08 22:40:50,러셀 해밀턴 몽골 전부 원스탑 가라,ㅇㅇ,24,24.0,러셀 해밀턴 몽골 전부 원스탑 가라 ㅇㅇ,러셀 해밀턴 몽골 전부 원스탑 가라 ㅇㅇ,0.18814103305339813
2024-12-08 22:40:51,사바오 3초대는 유지해주고 있네,"ㄷㄷ,ㅡ",24,24.0,"사바오 3초대는 유지해주고 있네 ㄷㄷ,ㅡ","사바오 3초대는 유지해주고 있네 ㄷㄷ,ㅡ",0.11329644918441772
2024-12-08 22:40:53,쥬지는 실컷 막아놓고 르끌은 오픈 ㅋㅋㅋㅋ,쥬지 개오열 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,25,25.0,쥬지는 실컷 막아놓고 르끌은 오픈 ㅋㅋㅋㅋ 쥬지 개오열 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,쥬지는 실컷 막아놓고 르끌은 오픈 ㅋㅋㅋㅋ 쥬지 개오열 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.9583232998847961
2024-12-08 22:40:54,세이프티카드가자 씨발ㅋㅋㅋㅋ,,25,25.0,세이프티카드가자 씨발ㅋㅋㅋㅋ ,세이프티카드가자 씨발ㅋㅋㅋㅋ,0.6990067958831787
2024-12-08 22:40:54,로슨 셒카 떡밥 입갤ㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋ,25,25.0,로슨 셒카 떡밥 입갤ㅋㅋㅋㅋ ㅋㅋㅋㅋㅋ,로슨 셒카 떡밥 입갤ㅋㅋㅋㅋ ㅋㅋㅋㅋㅋ,0.7191623449325562
2024-12-08 22:40:55,사인츠 페이스 빠른데?,????,25,25.0,사인츠 페이스 빠른데? ????,사인츠 페이스 빠른데? ????,0.09077675640583038
2024-12-08 22:40:56,저번 츠노다 마냥 바퀴 빠지는 거 이니냐,뭔대,25,25.0,저번 츠노다 마냥 바퀴 빠지는 거 이니냐 뭔대,저번 츠노다 마냥 바퀴 빠지는 거 이니냐 뭔대,0.4172385632991791
2024-12-08 22:40:57,설마 떨어져 나오나요,,25,25.0,설마 떨어져 나오나요 ,설마 떨어져 나오나요,0.10949112474918365
2024-12-08 22:41:02,불안하다,"ㄷㄷ
- dc official App",25,25.0,"불안하다 ㄷㄷ
- dc official App",불안하다 ㄷㄷ - dc official App,0.13908007740974426
2024-12-08 22:41:04,두한이는 왜케 못함 씹ㅋㅋ,가슬리랑 차 다른거 타냐,25,25.0,두한이는 왜케 못함 씹ㅋㅋ 가슬리랑 차 다른거 타냐,두한이는 왜케 못함 씹ㅋㅋ 가슬리랑 차 다른거 타냐,0.882466733455658
2024-12-08 22:41:10,상위5명은 그냥 원스탑 하겟네 느리지도 않노,"ㄹㅇ
- dc official App",25,25.0,"상위5명은 그냥 원스탑 하겟네 느리지도 않노 ㄹㅇ
- dc official App",상위5명은 그냥 원스탑 하겟네 느리지도 않노 ㄹㅇ - dc official App,0.16575677692890167
2024-12-08 22:41:10,셒카떡밥 ㅋㅋㅋ 로슨,,25,25.0,셒카떡밥 ㅋㅋㅋ 로슨 ,셒카떡밥 ㅋㅋㅋ 로슨,0.6952204704284668
2024-12-08 22:41:11,로슨 굴렁쇠 드개재 ㅋㅋㅋㅋ,ㅋㅋㅋㅋ,25,25.0,로슨 굴렁쇠 드개재 ㅋㅋㅋㅋ ㅋㅋㅋㅋ,로슨 굴렁쇠 드개재 ㅋㅋㅋㅋ ㅋㅋㅋㅋ,0.9245396256446838
