post_timestamp,post_title,post_content
2024-07-28 22:06:08,가속을ㄹㄹㄹㄹㄹㄹㄹㄹㄹ(불 언제꺼짐?)ㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹ,ㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹ 시작합니다!
2024-07-28 22:06:11,역시 월챔감은 피아제죠,무리스는 발목이나 돌려라
2024-07-28 22:06:12,와 해밀턴 저게 짬이구나 싶었다 ㄹㅇ,와
2024-07-28 22:06:12,리카도 소프트 풀로 땡겨쓰고 타이어바꿀때,"츠노다가 사고내서 sc부르면....?
헉"
2024-07-28 22:06:18,막스 올라오는중 ㅋㅋㅋㅋ,
2024-07-28 22:06:23,역시 엪갤은 멍청항게 맞네..,"이 모든게 다
체황의 계획이라는걸 눈치를 못 챈거임.."
2024-07-28 22:06:24,와 방금 오루즈까지 안캐 진짜 크로프티랑 비볐다,옛날에 히얼 컴스 세바스티안 베텔 듣는 느낌이었음 ㄹㅇ;;;
2024-07-28 22:06:24,어 그럼 누리스 6위임?,5위 쥬지였던거같은데
2024-07-28 22:06:25,몽골 개무섭네 ㅋㅋ,- dc official App
2024-07-28 22:06:27,속보) 노콘 손도못쓰고 띠잇,- dc official App
2024-07-28 22:06:27,막스 미친놈 무섭다,
2024-07-28 22:06:28,막스의 추월쇼쇼쇼 ㅋㅋ,
2024-07-28 22:06:29,매드막스 입갤 ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅇㅋ
2024-07-28 22:06:27,황라리 사실상 원투 ㅅㅅㅅㅅ,
2024-07-28 22:06:30,몽골 추월쇼 벌써 2명 컷 ㅋㅋㅋㅋ,ㅋㅋ
2024-07-28 22:06:30,막스는 딸깍도 필요없어,
2024-07-28 22:06:30,몽골 ㅈㄴ 무섭노,
2024-07-28 22:06:32,시발 존나 빠르노 ㅋㅋㅋㅋ,
2024-07-28 22:06:32,어우막 ㅋㅋㅋㅋ,
2024-07-28 22:06:33,트랙 젖어있음.??,"지금왔다
- dc official App"
2024-07-28 22:06:34,막가놈 벌써 9위ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋ
2024-07-28 22:06:34,좆콘 결국 실패냐...,뭔 힘도 못 쓰고 자리 내줬네.. 접촉 하나도 없었음?
2024-07-28 22:06:34,막스 분노의 질주 입갤 ㅋㅋ,
2024-07-28 22:06:35,대몽골ㅋㅋㅋ,- dc official App
2024-07-28 22:06:35,개미친새끼 ㄷㄷ;;,ㅂ
2024-07-28 22:06:35,몽골씨발 올라오는거 봐라ㅋㅋㅋㅋㅋㅋ,
2024-07-28 22:06:36,막가놈 분노의 추월쇼ㅋㅋㅋㅋㅋㅋㅋ,
2024-07-28 22:06:37,매드막스 ㅋㅋㅋㅋㅋㅋㅋ,
2024-07-28 22:06:37,막스 분노의질주 ㅋㅋㅋㅋㅋㅋ,
2024-07-28 22:06:39,몽골 매드네 ㄹㅇㅋㅋ,- dc official App
2024-07-28 22:06:41,몽골 시벌 ㅋㅋㅋㅋ,매드막스 ㄷㄷㄷㄷㄷ
2024-07-28 22:06:42,알론소까지 제꼈다,
2024-07-28 22:06:43,몽골 추월쇼 ㅁㅊㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋ
2024-07-28 22:06:44,막스 미친놈ㅋㅋ,
2024-07-28 22:06:45,페레스 2위 따였다고 욕하지 마라!!,"요새 상위권에서 출발한 적이 없으셔서 그렇다 ㅠㅠ
- dc official App"
2024-07-28 22:06:47,어우막 어우막 신나는 노래~,노래 한번 불러본다~
2024-07-28 22:06:47,오루즈 속도감 ㅈ되네,
2024-07-28 22:06:53,카도 소프트로 따였네 ㅋㅋ 망 ㅋㅋㅋ,
2024-07-28 22:06:54,오콘은 글렀으니 이제 알론소네 ㅎ으흐흐흐 ㅋㅋ,ㅋㅋㅋ
2024-07-28 22:06:55,근데 해밀턴 점마 몽골이 무관에게 했던 짓 아님?,월챔무브라 하는 이유가 있었구나
2024-07-28 22:06:56,오늘 몽골 우승할거 같아서 두려운 티포시는 개추ㅋㅋㅋ,- dc official App
2024-07-28 22:06:58,몽골미친새끼 존나빠르네 ㅋㅋㅋ,ㅋㅋㅋㅋㅋ시발
2024-07-28 22:07:00,리카도는 왜 소프트냐?,
2024-07-28 22:07:01,경사 살벌하네 ㅋㅋㅋ,- dc official App
2024-07-28 22:07:04,노리스 ㅋㅋㅋㅋㅋㄱㄱ,
2024-07-28 22:07:05,저러다 몽골 펑쳐가 재밌는데,ㅇㅇ
2024-07-28 22:07:06,무 리 스,
2024-07-28 22:07:08,RB는 왜 리카도 소프트냐ㅋㅋㅋㅋㅋㅋㅋ,팀 꼬라지 씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024-07-28 22:07:12,무리스 왤케 밀림? ㅋㅋㅋㅋ,스타트 진짜 좆망이네 ㅋㅋㅋ
2024-07-28 22:07:14,몽골 진짜 미친새끼네ㅋㅋㅋㅋㅋㅋㅋㅋ,존나 잘하노 시발ㅋㅋㅋ
2024-07-28 22:07:14,몽골 벌써 p8네,몽골 우승!!
2024-07-28 22:07:15,무리스 망 ㅋㅋㅋ,
2024-07-28 22:07:16,노리스 숏컷 ㅋㅋㅋㅋㅋ,ㅎㅎㅎㅎㅎ
2024-07-28 22:07:18,무리스 ㅋㅋㅋㅋ,ㅋㅋ
2024-07-28 22:07:17,drs켜지기 전에 ㅈㄴ 올라오노 ㅋㅋㅋ,
2024-07-28 22:07:20,무관행동ㅋㅋ,- dc official App
2024-07-28 22:07:20,"막스형, 10명 제끼고 P1 가즈아~! - dc App",
2024-07-28 22:07:20,무리스 사인지한테 따잇 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024-07-28 22:07:22,그와중에 짱깨 좆본 때려잡는 병장님 뭐냐 ㄷㄷㄷ,순식간에 1위 탈환 ㅋㅋㅌㅋㅋㅋ
2024-07-28 22:07:23,오콘 가슬리 점마들 또 붙었노 ㅋㅋ,또 싸우냐 ㅋㅋ
2024-07-28 22:07:23,막스 벌써 8등ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-07-28 22:07:24,무리스 이 새낀 오늘 개망했네 7위는 ㅅㅂㅋㅋ,ㅋㅋㅋ
2024-07-28 22:07:29,몽노대전 ㅋㅋㅋㅋ,ㅋㅋㅋㅋ
2024-07-28 22:07:30,무리스 ㅅㅂ ㅋㅋㅋㅋ,
2024-07-28 22:07:30,노리스 ㄹㅇ ㅋㅋㅋㅋㅋㅋㅋ,- dc official App
2024-07-28 22:07:31,몽골 이 미친새끼 8등 ㅋㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅇㅋ
2024-07-28 22:07:32,그냥 노리스도 아쉽다,스타트가 항상
2024-07-28 22:07:32,대런은 ㅅㅂ 근데 아무 이득도 못봤네,ㅋㅋ
2024-07-28 22:07:34,누리스 저새낀 뭔데 7위임?,"얘도 병신력 ㅈㄴ 높네
- dc official App"
2024-07-28 22:07:35,시발 8등 ㅋㅋㅋㅋ,와
2024-07-28 22:07:36,소프트로 하나 따인것도 레전드네..,에휴 알비 븅신들..
2024-07-28 22:07:37,7위에서 몽노대전ㅋㅋㅋㅋ,
2024-07-28 22:07:42,막가놈 우승이네,하하 예스 들을 준비나 해라
2024-07-28 22:07:42,몽골의 딸깍쇼 ㅋㅋㅋㅋ,- dc official App
2024-07-28 22:07:44,노리스를 노리기 ㅋㅋㅋㅋㅋ,라임지리노
2024-07-28 22:07:45,무관행동,
2024-07-28 22:07:47,르끌 오늘 3등안에 들어오면 성공...,
2024-07-28 22:07:48,노리스는 스타트가 항상 병신이네,"ㅎㅎ
- dc official App"
2024-07-28 22:07:50,막스는 노리스를 노리게스,ㅋㅋ
2024-07-28 22:07:52,노리스 vs 막스 <—— 이게 젤 기대되노ㅋㅋ,ㅋㅋㅋ
2024-07-28 22:07:52,리카도 사망 ㅅㅅㅅㅅㅅㅅㅅㅅ,
2024-07-28 22:07:54,몽노대전 입갤ㅋㅋㅋㅋ,ㅋㅋㅋㅋ
2024-07-28 22:07:57,막스 올해도 딸깍 쇼하겠다..,버스스탑 시케인에서 그렇게 쉽게 앞차를 따버리냐
2024-07-28 22:07:57,오콘 저 새끼는 한랩을 못 버티네ㅋㅋㅋ,ㅅㅂ
2024-07-28 22:07:57,나 물탕견인데 노리스야 걍 어뢰해 무섭다,ㅇㅇ
2024-07-28 22:07:57,막스 언제 8위로 올라왓노,
2024-07-28 22:07:59,노리스 3단계 내려갔노 ㅋㅋㅋㅋㅋ,월챔이 어떻고 피아제가 어떻고zzzzzzzz
2024-07-28 22:07:59,❗+❗+병신새끼❗+❗+,그 쉬운걸 못하냐 ㅡㅡ
2024-07-28 22:08:02,월챔킹노리스 컄ㅋㅋㅋㅋㅋ,"병신새끼
- dc official App"
2024-07-28 22:08:03,막노 오스트리아 2 보고싶으면 개추,
2024-07-28 22:08:03,딸깍도 하기전에 3계단이나 올렸네 무친놈 ㅋㅋㅋ,- dc official App
2024-07-28 22:08:08,막스 왜 9위임?,퀄리파잉 2위 아니었냐
2024-07-28 22:08:09,병장님 약빨 다 떨어졌네,익숙한 최하위로
2024-07-28 22:08:14,오콘 뭐 해보지도 못했네,
2024-07-28 22:08:19,막스 패랩,
2024-07-28 22:08:24,딸깍충이랑 다르게 몽골 피지컬로 걍 넘어버리네 ㅋㅋㅋㅋㅋㅋ,그저 병신ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2024-07-28 22:08:23,F1뉴비인데 그랑프리중에 제일 재밌는 곳이 어디임?,일단 제일 재미없는데는 모나코인건 알겠는데
2024-07-28 22:08:28,아 추월당하겠다,
2024-07-28 22:08:28,노줌마: 레이스때 보여줄게 ^^,"2랩만에 3계단 추락하며
- dc official App"
2024-07-28 22:08:30,햄 1등가보자 ㅋㅋ,
2024-07-28 22:08:39,대물탕 ㅋㅋㅋㅋㅋㅋㅋ,
2024-07-28 22:08:41,경의품격ㅋㅋㅋ,ㅋㅋㅋ
2024-07-28 22:08:42,경의 품격 ㅋㅋㅋㅋ,
2024-07-28 22:08:43,대밀턴ㅋㅋㅋㅋㅋㅋ,- dc official App
2024-07-28 22:08:44,르끌컷 ㅋㅋㅋ,
2024-07-28 22:08:44,물탕경 페이스 머냐 ㄷㄷ,
2024-07-28 22:08:44,대 물 탕,
2024-07-28 22:08:44,대 밀 턴 ㅋㅋㅋㅋ,
2024-07-28 22:08:45,경의 추월 ㅋㅋㅋㅋㅋ,ㅋㅋ
2024-07-28 22:08:46,경의 품격,- dc official App
2024-07-28 22:08:46,경ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-07-28 22:08:47,물탕 ㅋㅋㅋ,"ㅋㅋ
- dc official App"
2024-07-28 22:08:47,대 물 탕 ㅋㅋㅋㅋㅋ,
2024-07-28 22:08:48,대 물 탕,
2024-07-28 22:08:48,막스만 49초대 ㄷㄷ,- dc official App
2024-07-28 22:08:48,따잇ㅋㅋㅋㅋ,- dc official App
2024-07-28 22:08:49,우승 ㅅㅅ,ㅅㅅ
2024-07-28 22:08:49,대물탕ㅋㅋㅋㅋㅋㅋ,
2024-07-28 22:08:50,속보) 경 우승 ㄷㄷ,- dc official App
2024-07-28 22:08:50,경의 품격 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-07-28 22:08:50,몽골 패랩ㅋㅋㅋㅋㄱ,- dc official App
2024-07-28 22:08:51,해물탕 중년의 향기 미친노 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ나아아악,아아악
2024-07-28 22:08:51,경 ㅋㅋㅋㅋ,
2024-07-28 22:08:52,경의 품격ㅋㅋㅋㅋㅋ,- dc official App
2024-07-28 22:08:52,오늘 해물탕 폼 빨딱이네,ㅁㅊㅋㅋ
2024-07-28 22:08:52,차 좋노 ㅋㅋㅋㅋ,
2024-07-28 22:08:52,경의 품격ㅋㅋㅋㅋㅋㅋㅋ,
2024-07-28 22:08:53,그저 개씹좆라리 ㅋㅋㅋ,
2024-07-28 22:08:53,경의 품격ㅋㅋㅌㅌㅌ,ㅋㅋㅋㅋ
2024-07-28 22:08:54,대 물 탕ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-07-28 22:08:54,대 물 탕 ㅋㅋㅋㅋㅋㅋㅋ,- dc official App
2024-07-28 22:08:54,킹 물 탕,- dc official App
2024-07-28 22:08:56,경의품겫ㅅㅅㅅ,ㅅ쇼ㅛ
2024-07-28 22:08:56,경의 품격ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,ㄷㅈㅂㅈㄷㄱㅂㅈㄷㄱ
2024-07-28 22:08:56,대물탕 ㅅㅅㅅㅅㅅㅅㅅ,"ㅅㅅㅅㅅ
- dc official App"
2024-07-28 22:08:57,캬 경의 품격,- dc official App
2024-07-28 22:08:57,경의 품격 ㅋㅋㅋㅋㅋㅋ,
2024-07-28 22:08:58,경의품격ㄷㄷㄷㄷㄷ,ㄷㄷ
2024-07-28 22:09:00,대물탕,- dc official App
2024-07-28 22:09:00,대 물 탕ㅋㅋㅋㅋ,ㅋㅋㅋ
2024-07-28 22:09:02,팀메이트 컷 ㅋㅋㅋㅋㅋ,
2024-07-28 22:09:03,저렇게 간단히 1위를 내준다고???,- dc official App
2024-07-28 22:09:03,진짜 좆라리네,시발
2024-07-28 22:09:04,ㅈ라리가 또 ㅋㅋ,ㅋㅋ
2024-07-28 22:09:05,대물탕의 시대가 다시 올까요?,아 오지요
2024-07-28 22:09:05,ㅈ끌아 뭐하니..,- dc official App
2024-07-28 22:09:07,ㄱㅇㅍㄱ ㄱㅇㅍㄱ ㄱㅇㅍㄱ,"역시 경
- dc official App"
2024-07-28 22:09:09,스파 속도감 좆된다 진짜,ㄹㅇ
2024-07-28 22:09:08,물탕이햄 내년에 페라리 가는거 맞음?,이거맞음? ㅋㅋㅋㅋ
2024-07-28 22:09:10,'페라리가 너무 느려',...
2024-07-28 22:09:13,르끌 경의 우람한 자지에 정신 못차리노ㅋㅋㅋㅋㅋㅋㅋㅋ,
2024-07-28 22:09:14,좆라리 컷ㅋㅋㅋㅋㅋㅋ,그저 병신ㅋㅋㅋㅋㅋ
2024-07-28 22:09:14,노리스 르끌 둘다 클라스 증명 ㅋㅋ,"개병신 ㅋㅋ
- dc official App"
2024-07-28 22:09:15,미래 팀메이트 기선제압,"ㅋㅋ
- dc official App"
2024-07-28 22:09:15,내년 퍼스트 쟁탈전 승ㅋㅋ,- dc official App
2024-07-28 22:09:17,막스 개빨라,
2024-07-28 22:09:17,페라리 가기싫겠다ㅋㅋㅋㅋㅋ,"씹ㅋㅋ
- dc official App"
2024-07-28 22:09:20,페라리 원투 ㅋㅋㅋㅋ,ㅋㅋ
2024-07-28 22:09:20,페라리 느리네 ㅋㅋㅋㅋ,- dc official App
2024-07-28 22:09:22,신 갓 탕 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅇㄴㅁㄹ
2024-07-28 22:09:23,페라리 퍼스트 해물탕 ㅋㅋㅋㅋㅋㅋㅋㅋ,서열 확실하쥬
